carrier_philosophy,adjuster_type,ia_skill_level,carrier_engineer,property_type,property_age_years,loss_type,is_catastrophe,geographic_setting,policy_type,total_insured_value,prior_claims_count,supplements_issued,carrier_estimate,demand_estimate,dispute_amount,dispute_percentage,pa_involved,pa_attorney,pa_firm_type,is_roof_dispute,coverage_dispute,line_items_disputed,trades_involved,mitigation_performed,mitigation_cost,mitigation_disputed_pct,complexity_class,estimated_timeline_days,award_amount,award_position_pct,carrier_to_award_delta,carrier_to_award_delta_pct,demand_to_award_delta,demand_to_award_delta_pct,appraisal_outcome
moderate,independent,low,False,residential,3,hail,True,suburban,RCV,261056.61,0,0,26379.88,45715.27,19335.39,73.3,False,False,,True,False,12,1,True,9378.96,0.05,Simple,47,45715.27,100.0,19335.39,73.3,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,28,wind,False,suburban,RCV,209626.82,0,0,19775.18,24163.18,4388.0,22.19,False,False,,False,True,36,3,False,0.0,0.0,Complex,155,23414.3,82.93,3639.12,18.4,748.88,3.1,Policyholder Favorable
liberal,independent,high,False,residential,32,hurricane,True,suburban,RCV,480426.87,1,2,87556.45,108277.71,20721.26,23.67,True,False,regional,False,False,24,2,False,0.0,0.0,Simple,38,88267.43,3.43,710.98,0.81,20010.28,18.48,Carrier Favorable
moderate,staff,,False,residential,47,water,False,rural,RCV,459893.14,2,2,87733.8,126992.71,39258.91,44.75,False,False,,False,True,18,2,False,0.0,0.0,High-Complexity,233,106385.42,47.51,18651.62,21.26,20607.29,16.23,Split Decision
liberal,staff,,False,residential,10,wind,False,suburban,RCV,413154.25,0,1,21660.73,36956.16,15295.43,70.61,True,True,local,True,False,22,1,False,0.0,0.0,Moderate,78,36956.16,100.0,15295.43,70.61,0.0,0.0,Policyholder Favorable
tight,independent,medium,True,residential,7,hail,False,suburban,ACV,434356.94,1,1,41207.29,130119.12,88911.83,215.77,True,False,national,True,False,10,1,False,0.0,0.0,High-Complexity,291,93067.77,58.33,51860.48,125.85,37051.35,28.47,Split Decision
tight,independent,low,False,residential,29,hail,False,suburban,ACV,496575.98,0,0,81479.68,364589.38,283109.7,347.46,True,True,local,True,False,10,2,False,0.0,0.0,High-Complexity,195,94615.46,4.64,13135.77,16.12,269973.92,74.05,Carrier Favorable
tight,independent,low,True,residential,22,hail,False,urban,ACV,387830.82,1,2,51270.39,212666.11,161395.72,314.79,True,False,local,True,False,16,3,False,0.0,0.0,High-Complexity,258,166210.79,71.22,114940.4,224.18,46455.32,21.84,Policyholder Favorable
moderate,staff,,False,residential,10,wind,False,suburban,RCV,518311.6,3,0,27031.35,48598.1,21566.75,79.78,False,False,,True,False,11,1,True,17870.46,0.16,Moderate,69,37044.34,46.43,10012.99,37.04,11553.76,23.77,Split Decision
moderate,independent,medium,False,residential,33,water,False,urban,RCV,487761.81,0,0,45856.82,79570.98,33714.16,73.52,True,False,local,False,False,56,5,False,0.0,0.0,High-Complexity,228,71812.64,76.99,25955.82,56.6,7758.34,9.75,Policyholder Favorable
moderate,staff,,False,residential,38,hail,True,suburban,RCV,235078.68,0,0,13403.38,19186.4,5783.02,43.15,False,False,,False,False,26,1,False,0.0,0.0,Moderate,77,16989.28,62.01,3585.89,26.75,2197.13,11.45,Policyholder Favorable
liberal,staff,,False,residential,37,wind,False,urban,RCV,319373.98,0,0,35944.99,45218.44,9273.45,25.8,False,False,,True,False,10,3,False,0.0,0.0,Simple,45,43526.86,81.76,7581.86,21.09,1691.59,3.74,Policyholder Favorable
tight,independent,medium,True,residential,25,wind,False,suburban,ACV,319179.7,3,0,46993.34,181346.17,134352.83,285.9,True,False,local,True,False,15,2,False,0.0,0.0,High-Complexity,187,87470.91,30.13,40477.57,86.13,93875.26,51.77,Carrier Favorable
moderate,staff,,False,residential,34,water,False,suburban,RCV,431487.14,1,2,81851.32,193322.68,111471.36,136.19,True,True,local,False,False,52,3,True,12893.24,0.18,High-Complexity,253,177063.67,85.41,95212.35,116.32,16259.01,8.41,Policyholder Favorable
tight,independent,low,False,residential,7,wind,True,suburban,RCV,519178.71,0,0,19983.22,28705.61,8722.39,43.65,False,False,,True,False,20,3,False,0.0,0.0,Moderate,56,28705.61,100.0,8722.39,43.65,0.0,0.0,Policyholder Favorable
moderate,independent,high,False,residential,11,hail,False,rural,RCV,517971.81,0,1,33692.6,71668.64,37976.04,112.71,True,False,national,True,False,6,1,False,0.0,0.0,Moderate,54,42316.94,22.71,8624.34,25.6,29351.7,40.95,Carrier Favorable
liberal,staff,,False,residential,10,hail,False,suburban,RCV,254152.82,0,0,16849.65,22673.17,5823.52,34.56,True,False,national,False,False,25,2,False,0.0,0.0,Moderate,50,22097.99,90.12,5248.34,31.15,575.18,2.54,Policyholder Favorable
moderate,staff,,False,residential,28,hail,False,suburban,ACV,259164.45,0,1,47526.62,54481.38,6954.75,14.63,False,False,,True,False,11,3,False,0.0,0.0,Moderate,94,54481.38,100.0,6954.75,14.63,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,16,water,False,rural,RCV,293037.44,0,0,47983.73,64143.17,16159.43,33.68,False,False,,False,False,28,4,True,9630.88,0.28,High-Complexity,261,58619.66,65.82,10635.92,22.17,5523.51,8.61,Policyholder Favorable
tight,independent,medium,False,residential,30,vehicle_impact,False,urban,RCV,482937.98,0,2,58408.12,133531.03,75122.91,128.62,True,True,national,False,True,31,4,False,0.0,0.0,High-Complexity,230,133531.03,100.0,75122.91,128.62,0.0,0.0,Policyholder Favorable
tight,independent,medium,False,residential,9,fire,False,suburban,RCV,489965.26,0,1,65493.38,161912.82,96419.44,147.22,True,True,national,False,False,65,9,False,0.0,0.0,High-Complexity,263,159032.07,97.01,93538.69,142.82,2880.75,1.78,Policyholder Favorable
liberal,independent,high,False,residential,8,hail,True,suburban,RCV,418720.81,0,0,60675.69,70896.18,10220.49,16.84,False,False,,True,False,23,3,False,0.0,0.0,Simple,35,64755.86,39.92,4080.17,6.72,6140.32,8.66,Carrier Favorable
tight,independent,low,False,residential,27,hail,False,suburban,RCV,240171.82,1,0,16857.67,82078.57,65220.9,386.89,True,True,national,True,False,14,1,False,0.0,0.0,High-Complexity,192,27464.26,16.26,10606.59,62.92,54614.31,66.54,Carrier Favorable
liberal,independent,high,False,residential,29,hurricane,True,rural,RCV,577351.89,0,1,75642.4,113394.06,37751.66,49.91,False,False,,True,False,6,3,False,0.0,0.0,Simple,59,97911.69,58.99,22269.29,29.44,15482.37,13.65,Split Decision
moderate,independent,medium,False,residential,36,vehicle_impact,False,suburban,RCV,200003.72,0,2,28097.32,57731.71,29634.4,105.47,True,False,regional,False,False,39,3,False,0.0,0.0,Complex,108,49437.43,72.01,21340.12,75.95,8294.28,14.37,Policyholder Favorable
liberal,staff,,False,residential,28,vehicle_impact,False,rural,RCV,414199.89,0,0,77978.63,110693.8,32715.17,41.95,False,False,,False,False,55,4,False,0.0,0.0,Moderate,68,92139.15,43.28,14160.52,18.16,18554.65,16.76,Split Decision
tight,independent,medium,False,residential,33,wind,False,urban,RCV,456379.28,1,0,78645.81,223571.92,144926.11,184.28,True,False,local,False,False,12,1,False,0.0,0.0,Complex,81,185329.36,73.61,106683.54,135.65,38242.56,17.11,Policyholder Favorable
moderate,independent,medium,False,residential,13,hail,False,suburban,ACV,515083.49,1,1,80862.33,113178.31,32315.98,39.96,False,False,,False,False,23,1,False,0.0,0.0,Moderate,69,100368.56,60.36,19506.24,24.12,12809.74,11.32,Policyholder Favorable
tight,independent,medium,False,residential,17,fire,False,urban,RCV,417165.6,0,2,27496.4,86285.86,58789.46,213.81,True,True,local,False,False,148,5,True,4916.2,0.05,High-Complexity,161,86285.86,100.0,58789.46,213.81,0.0,0.0,Policyholder Favorable
tight,staff,,False,residential,12,hail,False,urban,RCV,377559.03,2,1,58836.72,305608.09,246771.37,419.42,True,False,national,True,False,16,2,False,0.0,0.0,High-Complexity,176,72793.59,5.66,13956.88,23.72,232814.5,76.18,Carrier Favorable
liberal,staff,,False,residential,22,fire,False,urban,RCV,586524.74,1,0,31380.38,57801.58,26421.2,84.2,True,False,local,False,False,106,10,True,15231.15,0.36,High-Complexity,239,51924.08,77.75,20543.7,65.47,5877.5,10.17,Policyholder Favorable
moderate,independent,high,False,residential,94,hail,False,suburban,RCV,458033.8,0,1,86238.59,184483.75,98245.16,113.92,True,False,national,True,False,17,3,True,12970.26,0.21,Moderate,88,97317.22,11.28,11078.63,12.85,87166.53,47.25,Carrier Favorable
liberal,staff,,False,residential,26,fire,False,suburban,RCV,526762.68,0,2,49761.68,83284.07,33522.39,67.37,False,False,,False,False,176,7,True,13954.91,0.24,High-Complexity,152,71916.62,66.09,22154.94,44.52,11367.45,13.65,Policyholder Favorable
liberal,staff,,False,residential,28,fire,False,suburban,ACV,476496.16,0,0,54508.42,68437.2,13928.79,25.55,False,False,,False,False,88,11,False,0.0,0.0,High-Complexity,210,62185.18,55.11,7676.77,14.08,6252.02,9.14,Split Decision
tight,independent,low,False,residential,24,water,False,suburban,RCV,302625.07,2,0,27987.27,80807.61,52820.34,188.73,True,True,national,False,False,27,4,True,17397.83,0.17,High-Complexity,244,80807.61,100.0,52820.34,188.73,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,16,water,False,urban,RCV,554359.85,0,0,99415.43,210772.56,111357.13,112.01,True,True,local,False,False,18,2,True,16811.25,0.17,High-Complexity,245,192245.44,83.36,92830.01,93.38,18527.12,8.79,Policyholder Favorable
tight,staff,,False,residential,8,water,False,suburban,RCV,331114.43,0,0,44657.83,49578.07,4920.24,11.02,False,False,,False,False,33,4,False,0.0,0.0,High-Complexity,159,48747.2,83.11,4089.37,9.16,830.87,1.68,Policyholder Favorable
moderate,staff,,False,residential,8,hail,True,rural,RCV,598020.7,1,1,104463.59,141471.06,37007.47,35.43,True,True,local,False,True,15,3,True,4707.52,0.55,High-Complexity,191,130531.13,70.44,26067.54,24.95,10939.92,7.73,Policyholder Favorable
liberal,independent,high,False,residential,31,hail,False,suburban,RCV,519585.01,0,0,46631.26,62636.42,16005.16,34.32,False,False,,False,False,25,2,False,0.0,0.0,Simple,45,52463.72,36.44,5832.46,12.51,10172.7,16.24,Carrier Favorable
moderate,staff,,False,residential,20,hail,False,suburban,ACV,418722.45,0,2,52350.94,82558.6,30207.67,57.7,True,False,national,False,False,59,2,False,0.0,0.0,Complex,96,76301.46,79.29,23950.53,45.75,6257.14,7.58,Policyholder Favorable
moderate,staff,,False,residential,30,water,False,rural,RCV,315787.88,2,0,49684.63,103834.49,54149.87,108.99,True,False,local,False,False,29,2,True,23226.08,0.31,High-Complexity,293,76870.63,50.21,27186.0,54.72,26963.87,25.97,Split Decision
tight,staff,,False,residential,31,water,False,suburban,RCV,486619.42,0,1,58381.51,82964.75,24583.24,42.11,False,False,,False,False,36,4,True,12225.36,0.2,High-Complexity,253,77947.35,79.59,19565.84,33.51,5017.4,6.05,Policyholder Favorable
moderate,independent,medium,False,residential,69,hurricane,True,suburban,RCV,542004.4,1,2,56494.3,173870.95,117376.65,207.77,True,True,national,True,False,7,1,False,0.0,0.0,Complex,120,74036.47,14.95,17542.17,31.05,99834.48,57.42,Carrier Favorable
moderate,independent,medium,False,residential,17,water,False,rural,RCV,517245.75,0,1,89617.74,200739.94,111122.2,124.0,True,True,regional,False,False,79,5,True,2596.3,0.51,High-Complexity,253,200739.94,100.0,111122.2,124.0,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,38,fire,False,urban,RCV,239730.46,0,3,18774.52,56264.67,37490.15,199.69,True,False,local,False,False,168,7,True,24382.02,0.17,High-Complexity,268,43785.04,66.71,25010.52,133.22,12479.63,22.18,Policyholder Favorable
tight,independent,low,True,residential,24,hail,False,suburban,RCV,477249.28,0,3,49514.88,267740.01,218225.13,440.73,True,False,local,True,False,21,3,False,0.0,0.0,High-Complexity,178,246367.56,90.21,196852.68,397.56,21372.44,7.98,Policyholder Favorable
tight,staff,,False,residential,12,water,False,urban,RCV,543811.45,0,0,83340.72,108672.23,25331.5,30.4,False,False,,False,False,15,5,False,0.0,0.0,Complex,137,107034.56,93.54,23693.84,28.43,1637.66,1.51,Policyholder Favorable
moderate,staff,,False,residential,33,wind,False,urban,RCV,506351.78,0,1,94514.37,147838.61,53324.24,56.42,True,True,regional,False,False,13,2,False,0.0,0.0,Complex,140,134037.15,74.12,39522.78,41.82,13801.46,9.34,Policyholder Favorable
moderate,independent,medium,False,residential,40,fire,False,suburban,RCV,435655.93,0,0,53435.84,68290.29,14854.45,27.8,False,False,,False,False,79,4,False,0.0,0.0,High-Complexity,232,63303.86,66.43,9868.02,18.47,4986.43,7.3,Policyholder Favorable
tight,independent,low,False,residential,22,hurricane,True,urban,RCV,384325.12,0,3,23512.21,65498.61,41986.4,178.57,True,True,local,False,False,31,1,True,22152.78,0.32,High-Complexity,70,57070.42,79.93,33558.21,142.73,8428.19,12.87,Policyholder Favorable
tight,independent,low,False,residential,23,wind,False,suburban,RCV,553931.88,0,1,32084.49,170701.13,138616.64,432.04,True,False,local,True,False,5,3,False,0.0,0.0,Complex,145,45114.99,9.4,13030.5,40.61,125586.14,73.57,Carrier Favorable
liberal,independent,high,False,residential,48,hail,False,suburban,RCV,212917.46,0,0,33915.64,47925.28,14009.64,41.31,False,False,,False,False,34,3,False,0.0,0.0,Simple,45,34869.05,6.81,953.41,2.81,13056.23,27.24,Carrier Favorable
tight,independent,high,False,residential,6,wind,False,urban,RCV,354161.25,0,1,55918.77,143985.19,88066.42,157.49,True,False,regional,False,False,25,2,True,20498.75,0.53,High-Complexity,204,126365.41,79.99,70446.64,125.98,17619.78,12.24,Policyholder Favorable
tight,staff,,False,residential,32,hurricane,True,suburban,RCV,215595.77,3,0,13899.96,47268.66,33368.71,240.06,True,False,local,True,False,7,3,False,0.0,0.0,Complex,156,23226.84,27.95,9326.89,67.1,24041.82,50.86,Carrier Favorable
moderate,independent,medium,False,residential,49,hail,False,suburban,ACV,391768.73,0,0,58338.28,78406.77,20068.49,34.4,False,False,,False,False,29,2,True,13223.54,0.43,High-Complexity,145,72409.3,70.12,14071.02,24.12,5997.47,7.65,Policyholder Favorable
moderate,staff,,False,residential,24,fire,False,suburban,ACV,428796.78,1,2,31457.59,49416.27,17958.68,57.09,True,False,local,False,False,139,8,False,0.0,0.0,High-Complexity,192,41345.41,55.06,9887.83,31.43,8070.85,16.33,Split Decision
moderate,independent,medium,False,residential,30,hail,True,urban,RCV,392471.86,2,0,25385.38,30882.36,5496.98,21.65,False,False,,True,False,15,1,False,0.0,0.0,Moderate,76,28177.44,50.79,2792.05,11.0,2704.92,8.76,Split Decision
liberal,independent,medium,False,residential,7,hail,True,rural,RCV,560151.09,0,1,75142.63,134837.86,59695.23,79.44,True,False,local,False,False,44,3,False,0.0,0.0,Moderate,99,102009.87,45.01,26867.24,35.75,32827.99,24.35,Split Decision
liberal,staff,,False,residential,18,fire,False,suburban,RCV,478357.86,0,0,42612.96,74412.06,31799.1,74.62,False,False,,False,True,111,9,True,23931.81,0.51,High-Complexity,229,69869.95,85.72,27257.0,63.96,4542.1,6.1,Policyholder Favorable
tight,independent,low,False,residential,28,hail,False,urban,RCV,440500.08,1,2,40635.26,222431.49,181796.23,447.39,True,False,local,True,False,6,1,False,0.0,0.0,High-Complexity,300,53313.16,6.97,12677.9,31.2,169118.34,76.03,Carrier Favorable
moderate,staff,,False,residential,62,wind,False,suburban,RCV,351051.63,0,1,41425.16,57106.42,15681.27,37.85,False,False,,True,False,23,1,False,0.0,0.0,Simple,46,51545.59,64.54,10120.43,24.43,5560.83,9.74,Policyholder Favorable
moderate,independent,medium,False,residential,17,fire,False,rural,RCV,357821.11,0,0,34948.96,38785.4,3836.44,10.98,False,False,,False,False,188,5,False,0.0,0.0,High-Complexity,236,36923.64,51.47,1974.68,5.65,1861.75,4.8,Split Decision
moderate,staff,,False,residential,21,hurricane,True,urban,RCV,228914.49,2,0,28989.64,60605.82,31616.18,109.06,True,False,national,True,False,9,2,False,0.0,0.0,Moderate,74,41904.42,40.85,12914.78,44.55,18701.4,30.86,Split Decision
tight,independent,high,False,residential,40,hail,False,urban,RCV,575368.74,0,0,51314.34,273511.29,222196.96,433.01,True,False,national,True,False,15,1,False,0.0,0.0,Complex,62,66324.16,6.76,15009.82,29.25,207187.14,75.75,Carrier Favorable
tight,staff,,False,residential,7,hail,True,urban,RCV,309327.73,1,0,49506.85,67729.34,18222.49,36.81,False,False,,True,False,14,2,True,21378.12,0.57,Complex,117,59233.13,53.38,9726.27,19.65,8496.22,12.54,Split Decision
tight,independent,low,True,residential,16,hail,False,suburban,RCV,441520.31,0,1,49380.02,150018.53,100638.52,203.8,True,False,local,True,False,16,1,False,0.0,0.0,High-Complexity,197,132563.29,82.66,83183.27,168.46,17455.25,11.64,Policyholder Favorable
liberal,independent,high,False,residential,10,hail,False,suburban,ACV,335286.61,0,3,33812.19,52333.73,18521.54,54.78,True,False,local,False,False,13,1,False,0.0,0.0,Simple,52,37455.1,19.67,3642.91,10.77,14878.63,28.43,Carrier Favorable
moderate,independent,medium,False,residential,44,hail,True,suburban,RCV,392832.46,0,1,49199.02,122824.81,73625.79,149.65,True,False,national,False,False,22,3,False,0.0,0.0,Moderate,75,94430.6,61.43,45231.58,91.94,28394.21,23.12,Policyholder Favorable
moderate,independent,medium,False,residential,13,hail,False,rural,RCV,318217.28,1,0,52834.61,115382.72,62548.11,118.38,True,False,local,False,False,42,1,False,0.0,0.0,Complex,120,82171.59,46.9,29336.98,55.53,33211.13,28.78,Split Decision
moderate,staff,,False,residential,26,hail,False,suburban,RCV,213145.09,0,1,39418.58,58689.27,19270.69,48.89,False,False,,True,False,22,2,False,0.0,0.0,Moderate,65,48543.56,47.35,9124.98,23.15,10145.71,17.29,Split Decision
moderate,staff,,False,residential,17,hail,False,suburban,ACV,218103.33,0,0,20368.83,48031.3,27662.47,135.81,True,False,local,False,False,13,3,False,0.0,0.0,Moderate,83,43195.56,82.52,22826.73,112.07,4835.74,10.07,Policyholder Favorable
tight,independent,low,False,residential,29,water,False,urban,RCV,464409.42,2,0,17690.52,58286.35,40595.82,229.48,True,True,regional,False,False,37,3,True,8799.58,0.42,High-Complexity,286,54026.22,89.51,36335.69,205.4,4260.13,7.31,Policyholder Favorable
tight,independent,low,False,residential,20,water,False,rural,RCV,553782.99,1,2,35452.29,131495.78,96043.49,270.91,True,True,regional,False,True,53,5,True,20966.16,0.59,High-Complexity,312,131495.78,100.0,96043.49,270.91,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,16,hail,False,urban,RCV,300703.52,0,2,51331.4,140613.08,89281.67,173.93,True,False,regional,True,False,19,2,False,0.0,0.0,Moderate,79,68448.25,19.17,17116.84,33.35,72164.83,51.32,Carrier Favorable
liberal,staff,,False,residential,37,hurricane,True,suburban,RCV,358537.38,0,0,58744.19,104952.84,46208.65,78.66,True,True,regional,False,False,11,2,False,0.0,0.0,Moderate,84,85011.06,56.84,26266.87,44.71,19941.78,19.0,Split Decision
tight,independent,low,False,residential,14,hail,False,suburban,RCV,522377.96,0,0,42446.14,228121.56,185675.42,437.44,True,True,national,True,False,15,3,True,20333.28,0.57,High-Complexity,155,58619.09,8.71,16172.94,38.1,169502.48,74.3,Carrier Favorable
moderate,staff,,False,residential,36,hail,True,suburban,RCV,330938.22,1,1,17257.15,57223.99,39966.85,231.6,True,False,local,True,False,14,2,False,0.0,0.0,Simple,46,28590.32,28.36,11333.18,65.67,28633.67,50.04,Carrier Favorable
moderate,independent,low,False,residential,16,water,False,suburban,ACV,546305.09,0,0,21941.85,40681.63,18739.78,85.41,True,False,local,False,False,70,4,False,0.0,0.0,High-Complexity,178,36868.15,79.65,14926.31,68.03,3813.48,9.37,Policyholder Favorable
